uuid,total_duration,A_speak_num,A_speak_duration_mean,A_speak_duration_std,B_speak_num,B_speak_duration_mean,B_speak_duration_std,A_speak_duration_proportion,B_speak_duration_proportion,slience_duration_proportion,silence_counts_proportion,sum_B_filledpause,sum_B_correction,sum_B_repeat,sum_B_error,sum_A_filledpause,sum_A_correction,sum_A_repeat,sum_A_error,sum_A_word,sum_B_word,n,nl,ng,t,tg,s,f,v,vd,vn,vi,a,ad,an,ag,al,b,bl,z,r,rr,rz,rzt,rzs,rzv,ry,ryt,rys,ryv,rg,m,mq,q,qv,qt,d,p,pba,pbei,c,cc,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
P0063_0130,143.9645625,23.0,1.8330760869565208,1.4086067753527924,22.0,1.7636562500000013,0.9697936539830544,0.2928550559100263,0.2695138083026511,0.4376311357873226,0.3076923076923077,0.07894736842105263,0.0,0.0,0.046052631578947366,0.13095238095238096,0.0,0.0,0.017857142857142856,168.0,152.0,18.0,0.0,0.0,1.0,0.0,0.0,4.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,33.1889,0.08788199,31.243029999999997,33.36184,35.18387,3.940838,123.4104,164.6351,34.1647,40.07136,0.11668889999999996,1.718718,0.01058519,0.01455979,0.24362229999999999,0.2330371,4.227983999999998,3.273229,2.636364,2.029459,0.04023555,2.174891,18.260579999999997,0.5787168,9.872058,0.8325347,2.264218,3.801105,-4.3658480000000015,-2.1178470000000003,0.03111713,1.8489119999999999,1.255223,0.7246087,6.768261,0.4457264,4.852777,1.7082220000000001,30.22816,0.2525157,696.9009,0.19525889999999999,1453.3770000000006,0.1655016,-174.4206,-0.3714654000000001,1650.723,0.1063075,1152.1689999999999,0.2366639,-175.8386,-0.34468499999999996,2608.661,0.09165815,1087.969,0.3515449,-177.0702,-0.325461,-17.23208,-0.3522092,28.7725,0.2474181,0.03421476,0.5955577,-0.0237256,-0.5719178,0.193254,0.6063178000000001,33.80791,0.2252847000000001,6.457561,1.741888,4.997875,2.1701200000000003,-13.393979999999999,-0.8107310000000001,-10.35828,19.612560000000002,0.03647295,0.01139378,0.015416,0.7620278,0.7816536999999999,0.16925620000000002,0.15048770000000006,1.108067,3.363725,-35.17368
P0068_0166,164.4975,42.0,1.0685208333333358,1.1937072304835643,39.0,1.7300817307692309,0.8848150827749107,0.272817975957082,0.4101775862855058,0.0,0.0,0.039647577092511016,0.0,0.022026431718061675,0.0,0.22941176470588234,0.0,0.0,0.0,170.0,227.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,0.0,31.007479999999997,0.1179157,28.08023,30.31547,34.34827,6.268036,242.2049,400.1682,26.55592,25.11295,0.16424170000000002,1.7505169999999999,0.01292912,0.01934787,0.35305949999999997,0.3401304,4.662202,4.477921,3.064673,2.844589,0.08589812,2.34828,21.84759,0.52895,8.423987,1.022691,-0.01051683,-882.9484,-3.2930669999999997,-2.5453740000000002,0.02262976,1.29487,1.143111,0.7561844,7.697211999999999,0.4250107,6.859064,1.136623,35.12977,0.2348172,616.643,0.2690598,1527.7179999999994,0.1285159,-164.3199,-0.44594870000000003,1556.264,0.1293357,1249.181,0.23903160000000004,-166.1209,-0.4105819000000001,2515.134,0.1002701,1106.415,0.35745809999999995,-168.0801,-0.3828382,-20.85295,-0.2894118,33.64203,0.21331309999999998,0.06466331,0.4211589,-0.01670427,-0.8160935,0.3056787,0.91655,36.38919,0.2291357,13.605360000000001,0.7463285,4.4478620000000015,2.6618009999999996,-2.455187,-4.690188,-9.923734,19.38306,0.08816496,0.01096389,0.03181946,0.5528086999999999,1.047426,0.1783934,0.1798826,0.7781418999999999,3.488546,-27.09155
P0069_0165,133.4376875,34.0,1.3849117647058822,1.1235122521825762,36.0,1.1652065972222219,0.8143369212974861,0.3528763191433454,0.3143597456303339,0.0,0.0,0.08029197080291971,0.0,0.051094890510948905,0.0,0.11235955056179776,0.0,0.005617977528089888,0.0,178.0,137.0,20.0,0.0,5.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,35.01471,0.07827819999999999,33.10641,34.79521,37.158359999999995,4.051941,184.5275,248.3167,31.95588,50.467240000000004,0.1435918,2.104453,0.012866,0.02227046,0.09378777,0.08092177,7.4807770000000025,8.263057,4.638105,4.09045,0.0819086,3.08058,17.68355,0.6481696,8.979436999999997,1.022597,2.084253,4.866171,-6.5605990000000025,-1.472513,0.02513997,1.2175770000000001,1.172176,0.8039210999999999,8.845775,0.3736662,8.093960000000001,1.054201,31.614720000000002,0.3171982,682.3969999999998,0.22536509999999998,1464.6979999999999,0.1585426,-167.1292,-0.41931999999999997,1639.433,0.122204,1164.769,0.24442070000000005,-167.7491,-0.39560290000000004,2612.516,0.09211905,1059.1580000000001,0.36429459999999997,-169.2057,-0.3748651,-18.678739999999998,-0.42099929999999997,29.95273,0.2935615,0.08579534,0.2907577,-0.01346586,-1.246137,0.311603,1.391133,29.97693,0.3388235,11.07638,1.211997,5.4055089999999995,2.675282,-13.510929999999998,-0.9623978000000001,-9.155648,18.36456,0.09110542,0.01331729,0.02838039,0.4124257000000001,1.17696,0.1498714,0.14053410000000002,0.67377,3.203648,-26.232020000000002
P0078_0176,78.41687499999998,23.0,1.236296195652173,1.6466719582461948,19.0,1.6879144736842115,1.2394194850064264,0.3626108857309091,0.4089728773302943,0.0,0.0,0.048,0.0,0.008,0.0,0.11666666666666667,0.0,0.0,0.0,120.0,125.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,29.15765,0.1506201,26.61642,28.389229999999998,30.727940000000004,4.111519,210.995,274.6501,149.7412,337.1646,0.08156311,1.2189299999999998,0.01032789,0.01626034,0.18582010000000002,0.17549220000000001,1.022383,0.7054545999999999,0.8567915,0.5102475999999999,0.02494659,1.58869,13.099969999999999,0.7813462,14.154010000000001,0.5004684,10.49343,0.8812099,1.94061,3.803107,0.0350971,1.8548939999999998,1.357844,0.5543569,5.534485,0.39905619999999997,12.34256,0.9904423000000001,30.46541,0.30325979999999997,588.9247,0.2823802,1439.7879999999998,0.13550810000000002,-175.2296,-0.3610322,1611.81,0.09770923,1106.088,0.2459924,-175.9085,-0.3375842,2576.735,0.06497291,969.6582,0.2773402,-176.2614,-0.33207329999999996,-20.62205,-0.21103960000000002,29.131390000000003,0.1852368,0.007270831,2.542133,-0.009208634,-1.1583709999999998,0.08290067,0.43539350000000004,26.86869,0.2080701,16.92673,0.41313,20.09368,0.49974309999999994,1.882007,3.8342650000000003,-10.622530000000001,18.99157,0.02204104,0.01721959,0.01541915,0.9200754000000001,1.009317,0.13087910000000005,0.10712680000000001,0.8778161,3.3841639999999997,-42.08048
P0081_0183,106.9695625,16.0,1.3973749999999998,1.1317281581538623,20.0,2.0193937500000003,1.2169812026379108,0.2090127273354044,0.37756417859519625,0.0,0.0,0.04615384615384616,0.0,0.0,0.0,0.14893617021276595,0.0,0.02127659574468085,0.0,94.0,65.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,31.04397,0.1155326,28.980890000000002,30.97942,33.361709999999995,4.380825,174.7123,235.3528,38.35993,33.02729,0.1110588,1.318064,0.009709589,0.02060212,0.2209712,0.21126170000000002,2.2269259999999997,1.919097,1.37802,1.081712,0.03907601,1.63562,14.53894,0.6365447,14.044260000000001,0.5500004,8.262825999999999,1.0880729999999998,-1.332706,-7.483233999999999,0.02302903,0.9671197,1.3104209999999998,0.6831881,6.419887999999999,0.41626019999999997,11.25353,0.8245275,33.55438,0.2546605,590.7682,0.292087,1450.495,0.1262656,-180.9637,-0.3122839000000001,1531.626,0.13105999999999998,1217.355,0.22005460000000002,-181.9716,-0.287813,2512.248,0.07656649,985.6634,0.2879472,-182.7041,-0.2753473,-19.34797,-0.29679659999999997,29.11839,0.20787729999999996,0.008950775,2.137065,-0.01211488,-0.989419,0.14627520000000002,0.5503899,27.24023,0.185014,17.00741,0.6321825,14.42063,0.766632,-11.510110000000001,-0.9502714,-11.53308,20.40756,0.01249078,0.01392893,0.02622988,0.8230453000000001,0.9789571,0.09943925,0.09080976,0.9548514000000001,2.0362720000000003,-37.84838
P0084_0187,70.989375,21.0,1.2649196428571416,1.2257610521986138,20.0,1.6436687500000005,0.8425002242844848,0.3741871582895324,0.4630745798226849,0.0,0.0,0.026086956521739132,0.0,0.026086956521739132,0.0,0.11304347826086955,0.0,0.017391304347826087,0.0,115.0,115.0,22.0,0.0,0.0,1.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,31.90157,0.11671480000000001,28.6806,31.78117,35.34036,6.6597649999999975,274.1972,413.3152,39.947559999999996,78.52931,0.1911994,1.1857209999999998,0.01296414,0.04479851,0.3965962,0.38363200000000003,3.385682,2.54888,2.25444,1.410099,0.07394837,1.44614,19.81092,0.6068193000000001,10.85557,0.8463506,3.7854089999999996,2.873327,-1.556114,-5.5560550000000015,0.02277125,1.347854,1.214709,0.6779041,6.660114,0.44798649999999995,7.506864,1.12526,30.19642,0.2662973,687.8863,0.23390650000000002,1475.475,0.1332464,-155.1347,-0.5100036,1615.693,0.11735919999999996,1181.577,0.2362817,-156.7427,-0.47859840000000003,2622.2,0.07417881,1030.899,0.32611890000000004,-159.0861,-0.4460659000000001,-16.72138,-0.3722768,29.62353,0.2186884,0.01869322,1.1537819999999999,-0.01405217,-0.752328,0.18708770000000002,0.5364545999999999,32.7538,0.21171669999999998,8.452347999999999,1.252408,4.606892,2.687775,-5.078786,-1.605679,-11.41051,21.024820000000002,0.02415734,0.01003976,0.03725796,1.361435,1.401624,0.16514020000000001,0.14832,0.5478641,0.9405261,-32.78003
P0086_0193,61.901875,8.0,1.878351562500001,1.2841858571789584,13.0,2.7755144230769235,2.179353587050946,0.24275213796028,0.5828852114738043,0.0,0.0,0.01694915254237288,0.0,0.025423728813559324,0.01694915254237288,0.0967741935483871,0.0,0.0,0.03225806451612903,62.0,118.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,10.0,0.0,0.0,2.0,0.0,30.826109999999996,0.161378,28.843320000000002,31.30045,34.81258,5.969261,382.9478,670.2389999999998,68.80366,65.26434,0.1616981,0.950324,0.01176717,0.16707070000000002,0.2771987,0.2654315,2.274159,2.368061,1.4304620000000001,1.389472,0.06458875,1.401135,16.80568,0.5497357,15.535829999999999,0.46449490000000004,13.048960000000001,0.7153694,0.5584880999999999,13.64051,0.03675843,1.798687,1.412112,0.6149898,6.5681660000000015,0.41401540000000003,10.25108,0.9628521999999999,30.1839,0.2569298,613.8036,0.24962620000000002,1430.1329999999994,0.1302749,-171.1173,-0.3802755,1631.348,0.10954269999999999,1142.632,0.2391237,-172.8923,-0.3473567,2582.243,0.07800885,985.9824,0.3069341,-173.2285,-0.3423324,-21.12044,-0.25068060000000003,29.97283,0.21596210000000002,0.01345773,1.539875,-0.01104646,-0.8502912,0.1556361,0.6671043000000001,26.14702,0.25186260000000005,20.08151,0.3615231,20.9113,0.46337280000000003,-0.6685909999999999,-12.288889999999999,-12.9608,21.25656,0.01496539,0.007330805,0.04687129,0.8419380999999999,1.573927,0.09464646,0.08582707,0.5257143,0.9905605,-34.694720000000004
P0089_0192,81.664,6.0,3.2293541666666683,1.4916905754601604,18.0,2.4320972222222204,1.2056283071460414,0.23726642094435746,0.5360715860109714,0.0,0.0,0.08571428571428573,0.0,0.0,0.0,0.04938271604938271,0.0,0.0,0.0,81.0,105.0,18.0,0.0,2.0,0.0,0.0,1.0,3.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,0.0,5.0,0.0,33.192679999999996,0.1378971,33.2837,34.40625,35.58555,2.301853,383.4724,430.6557,87.81229,121.3627,0.157716,0.9430159,0.01121523,0.1628595,0.29249559999999997,0.2812804,1.6839990000000002,1.349599,1.097274,0.9020710999999999,0.04735627,1.164504,18.30186,0.5198801,10.74953,0.6888151,9.772239,0.9162794,3.9697400000000003,2.05125,0.03416032,2.223766,1.097705,0.7580251,8.32382,0.3671642000000001,5.217046,1.9347580000000002,19.67991,0.49610659999999995,725.6429,0.2882547,1467.54,0.14322020000000002,-168.2604,-0.40054670000000003,1666.766,0.1262082,1203.972,0.23065259999999999,-166.9168,-0.3979107,2627.614,0.07174374,994.3921,0.3052154,-167.8647,-0.38438979999999995,-18.39009,-0.30670959999999997,29.60499,0.2328448,-6.09008e-05,-430.2812,-0.004658454,-2.171897,0.0997311,0.5380119000000001,26.610329999999998,0.18151579999999998,11.94716,0.7062941999999999,12.98108,0.7018765,7.441223,1.3267959999999999,-11.27597,20.2164,0.01010538,0.009363602,0.0348651,1.2659770000000001,1.35201,0.133964,0.129589,0.5696491,1.00971,-36.28788
P0090_0194,115.28475,20.0,2.1419843750000003,2.2378210703808983,16.0,1.3946953124999997,1.0867987235729983,0.37159891052372496,0.1935652807504895,0.0,0.0,0.06756756756756757,0.0,0.16216216216216214,0.0,0.14285714285714285,0.0,0.024844720496894408,0.0,161.0,74.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,29.112790000000004,0.12731099999999998,25.83245,29.16667,32.599940000000004,6.767483,246.3032,280.1925,42.32185,55.16108000000001,0.08698811,2.381869,0.01051439,0.01422803,0.052890699999999985,0.04237631,4.303395,3.5186370000000005,3.4561800000000003,2.798353,0.03202815,3.486167,12.49129,0.7898725999999999,10.67511,0.8236136999999999,7.974261999999999,1.260737,-1.377509,-6.8515479999999975,0.02782853,0.992525,1.3684,0.8393447,5.374496,0.5541081,4.956803,1.945802,21.69389,0.4415214,582.0635,0.2867731,1437.128,0.13590929999999998,-184.6553,-0.2815184,1552.1589999999999,0.1303625,1127.6760000000004,0.2706591,-185.4428,-0.26374590000000003,2523.297,0.0693534,936.0064,0.3682289,-185.739,-0.2582377,-12.69817,-0.5935196,20.58708,0.3647356,0.040721,0.8113208000000001,-0.01023229,-1.6901400000000002,0.1946537,1.087702,23.20814,0.376553,9.072906,1.484226,14.24005,1.2649620000000001,-11.438,-1.3761079999999999,-8.628805999999999,16.54585,0.02846567,0.01613568,0.01706676,0.36992600000000003,0.760038,0.09980263,0.0843198,1.163333,3.851171,-33.80682
P0093_0200,54.811625,16.0,1.62373828125,1.4883193440608091,16.0,1.4612656249999998,1.0792454575081998,0.4739836211752526,0.4265564102505627,0.0,0.0,0.017699115044247787,0.0,0.008849557522123894,0.0,0.08695652173913042,0.0,0.034782608695652174,0.008695652173913044,115.0,113.0,16.0,0.0,0.0,2.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,30.270809999999997,0.1474353,26.40033,29.017359999999996,34.31312,7.912788000000001,257.6306,352.4098,98.07683,176.4956,0.2597703,1.319666,0.01634064,0.04349297,0.5190295,0.5026889,5.9336709999999995,5.6822,4.10086,3.5731599999999997,0.1538717,1.8817810000000001,20.56728,0.5411824000000001,10.78823,0.9394478999999999,7.326731,1.8810349999999998,-3.040279,-3.3731519999999997,0.04134715,1.6526490000000005,1.462507,0.6653154,5.8516980000000025,0.4828013,7.457664,1.489488,28.77328,0.304207,559.7166,0.29148290000000004,1460.275,0.1453681,-155.9469,-0.5085968,1529.2939999999999,0.15184029999999998,1215.546,0.2281462,-158.1586,-0.4626163,2422.089,0.0832505,968.0439,0.3502446,-158.8298,-0.4532295,-20.12005,-0.31624209999999997,27.861140000000002,0.24113539999999997,0.03662879,0.6420743,-0.01941211,-0.7532340999999999,0.42559179999999996,0.8007858,30.014229999999998,0.2463246,13.712,0.7414041,16.103360000000002,0.8653748,-4.511123,-2.428927,-11.86844,21.53892,0.03707311,0.007976401,0.06854016,1.088508,1.678871,0.132766,0.1102744,0.46674160000000003,1.296713,-24.87184
P0094_0201,81.3614375,19.0,1.5225921052631577,1.3836259442609935,14.0,3.0048839285714277,1.8835848491449945,0.35556463711693875,0.5170554539427844,0.0,0.0,0.03896103896103896,0.0,0.025974025974025976,0.0,0.12396694214876032,0.0,0.0,0.0,121.0,154.0,20.0,0.0,0.0,1.0,0.0,7.0,9.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,11.0,10.0,0.0,0.0,2.0,0.0,35.09229000000001,0.07537753,33.31409,34.74573,36.69405,3.3799629999999996,152.8718,204.6441,21.19674,18.74302,0.25473520000000005,1.070992,0.01610978,0.1918486,0.5186168999999999,0.5025072,3.6200550000000002,2.241524,2.7216869999999997,1.6754330000000002,0.1087845,1.336378,20.15541,0.520524,11.705039999999999,0.6950731,5.271888,1.8378450000000002,-2.068838,-4.064108999999998,0.02145758,1.133298,1.076671,0.6894064000000001,8.833964,0.3107521,15.05998,0.6138414000000001,34.24343,0.2549815,597.6558,0.2580095,1469.701,0.1208393,-145.0654,-0.5979486999999999,1583.68,0.1139826,1191.663,0.241614,-147.9974,-0.537842,2565.907,0.08310133,1092.265,0.3735563,-150.2098,-0.5072442,-20.21614,-0.32033429999999996,31.930609999999998,0.2111658,0.03565703,0.5263555,-0.01395239,-0.751767,0.263546,0.511955,30.3267,0.1975703,12.75867,0.7352623,6.502829,1.78813,-6.615553,-1.341267,-11.61065,21.00457,0.02443477,0.01161242,0.04352789,1.54254,1.133486,0.252766,0.2030585,0.6358889,2.028843,-28.00723
P0096_0205,98.14375,25.0,1.3629999999999998,1.258531505676855,30.0,1.3858541666666662,0.8542406397916783,0.3471948035407247,0.4236196905049989,0.006428071069222475,0.017857142857142856,0.02797202797202797,0.006993006993006993,0.006993006993006993,0.0,0.1267605633802817,0.0,0.02112676056338028,0.0,142.0,143.0,27.0,0.0,0.0,0.0,0.0,1.0,6.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,9.0,0.0,0.0,2.0,0.0,24.26401,0.11645919999999994,22.72404,23.74544,25.57636,2.852322,135.8227,175.7046,69.19479,82.41566999999998,0.178269,1.211977,0.01372594,0.033681300000000004,0.363102,0.349376,2.757358,2.287256,1.791025,1.424896,0.06741546,1.568163,17.04264,0.5512720999999999,13.47345,0.5631963000000001,9.609378,0.9375196,-0.5447299,-14.14013,0.03404079,2.072686,1.154441,0.6613538,4.062979,0.49308029999999997,8.829999,0.7412219,29.87063,0.2147401,569.3333,0.21957470000000004,1426.726,0.103849,-174.4673,-0.3747568,1553.125,0.10005789999999999,1141.4360000000001,0.2120654,-176.7249,-0.33770809999999996,2512.863,0.06008963,955.6595,0.2502141,-177.4169,-0.32659829999999995,-18.53088,-0.2414027,27.72063,0.2061456,0.01688621,1.066729,-0.02049255,-0.5578406,0.2075775,0.6515613,27.02755,0.2604589,16.46816,0.4140996,12.02747,0.9300825999999999,-3.198775,-2.278606,-11.93706,20.35427,0.01490218,0.0062238269999999995,0.04611696,1.0445959999999999,1.014973,0.120297,0.1175278,0.8443564,1.829229,-33.41278
P0099_0206,76.375625,19.0,1.4890361842105282,1.7257296312341917,21.0,1.4134107142857126,1.0357768965950582,0.3704282289015641,0.3886269343131394,0.019028485855271227,0.047619047619047616,0.07017543859649122,0.0,0.008771929824561403,0.0,0.14782608695652175,0.0,0.017391304347826087,0.0,115.0,114.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,26.55116,0.1342816,23.93683,26.25512,29.045859999999998,5.1090300000000015,185.6337,296.0192,71.19764,189.8803,0.15582449999999998,1.352963,0.01219622,0.02592275,0.32533979999999996,0.31314359999999997,2.442736,2.089114,2.086202,1.756762,0.06436747,1.7131009999999998,17.00872,0.546999,13.74825,0.5216079,12.40272,0.8137803000000001,3.0064439999999997,2.645804,0.02949181,1.057976,1.2511219999999998,0.711642,5.178294999999999,0.49404380000000003,5.406317,1.5773620000000002,28.841929999999998,0.22740970000000002,485.4705,0.26351979999999997,1388.755,0.1241537,-174.3867,-0.3768674,1466.046,0.1139684,1080.0839999999996,0.251949,-176.4414,-0.3406858,2469.967,0.055090199999999985,855.3993,0.2418875,-176.9949,-0.3316927,-19.113039999999998,-0.2779763,27.212059999999997,0.2254478,0.01872071,1.28146,-0.006549405,-1.616233,0.23348400000000002,0.5388596999999999,27.49435,0.2334654,15.8903,0.5259560000000001,21.03718,0.4772840999999999,3.2933879999999998,2.644615,-12.31447,20.64235,0.01690585,0.01180796,0.03797363,0.8758059000000001,0.8519960999999999,0.149,0.1308778,1.033676,2.5450209999999998,-32.40163
